,Questions,Answers,chatGpt3.5,AnswersWithRag
51,All the following are vitamin Kâ€“dependent coagu- lation factors EXCEPT: A. Factor X B. Factor VII C. Protein C D. Protein S E. Factor VIII,"The answer is E.  (Chap. 20) Vitamin K is a fat-soluble vitamin that plays  an essential role in hemostasis. It is absorbed in the small  intestine and stored in the liver. It serves as a cofactor in  the enzymatic carboxylation of glutamic acid residues on  prothrombin-complex proteins. The three major causes  of vitamin K deficiency are poor dietary intake, intesti- nal malabsorption, and liver disease. The prothrombin  complex proteins (factors II, VII, IX, and X and protein  C and protein S) all decrease with vitamin K deficiency.  Factor VII and protein C have the shortest half-lives  of these factors and therefore decrease first. Therefore,  vitamin K deficiency manifests with prolongation of the  prothrombin time first. With severe deficiency, the acti- vated partial thromboplastin time will be prolonged as  well. Factor VIII is not influenced by vitamin K.",E. Factor VIII,C. Protein C
52,A 31-year-old man with hemophilia A is admitted  with persistent gross hematuria. He denies recent  trauma and any history of genitourinary pathology.  The examination is unremarkable. Hematocrit is  28%. All the following are treatments for hemo- philia A EXCEPT: A. Desmopressin (DDAVP) B. Fresh-frozen plasma C. Cryoprecipitate D. Recombinant factor VIII E. Plasmapheresis,"The answer is E.  (Chap. 20) Hemophilia A results from a deficiency of  factor VIII. Replacement of factor VIII is the center- piece of treatment. Cessation of aspirin or nonsteroi- dal anti-inflammatory drugs is highly recommended.  Fresh-frozen plasma (FFP) contains pooled plasma from  human sources. Cryoprecipitate refers to FFP that is  cooled, resulting in the precipitation of material at the  bottom of the plasma. This product contains about half  the factor VIII activity of FFP in a tenth of the volume.  Both agents are therefore reasonable treatment options.  DDAVP (desmopressin) causes the release of a number  of factors and von Willebrand factor from the liver and  endothelial cells. This may be useful for patients with  mild hemophilia. Recombinant or purified factor VIII  (i.e., Humate P) is indicated in patients with more severe  bleeding. Therapy may be required for weeks, with lev- els of factor VIII kept at 50%, for postsurgical or severe  bleeding. Plasmapheresis has no role in the treatment of  patients with hemophilia A.","E. Plasmapheresis

Plasmapheresis is not a treatment for hemophilia A. It is a procedure used to remove antibodies or other harmful substances from the blood, but it is not typically used in the treatment of hemophilia A. The other options listed (Desmopressin, Fresh-frozen plasma, Cryoprecipitate, Recombinant factor VIII) are all commonly used treatments for hemophilia A.",E. Plasmapheresis
53,All of the following statements regarding the lupus  anticoagulant (LA) are true EXCEPT: A. LAs typically prolong the activated partial thrombo- plastin time. B. A 1:1 mixing study will not correct in the presence  of LAs. C. Bleeding episodes in patients with LAs may be   severe and life threatening. D. Female patients may experience recurrent   midtrimester abortions. E. LAs may occur in the absence of other signs of   systemic lupus erythematosus.,"The answer is C.  (Chap. 20) Lupus anticoagulants (Las) cause prolonga- tion of coagulation tests by binding to phospholipids.  Although most often encountered in patients with sys- temic lupus erythematosus, they may also develop in  normal individuals. The diagnosis is first suggested by  prolongation of coagulation tests. Failure to correct  with incubation with normal plasma confirms the pres- ence of a circulating inhibitor. Contrary to the name,  patients with LA activity have normal hemostasis and are  not predisposed to bleeding. Instead, they are at risk for  venous and arterial thromboembolisms. Patients with a  history of recurrent unplanned abortions or thrombosis  should undergo lifelong anticoagulation. The presence  of LAs or anticardiolipin antibodies without a history  of thrombosis may be observed because many of these  patients will not go on to develop a thrombotic event.",B. A 1:1 mixing study will not correct in the presence of LAs.,A. LAs typically prolong the activated partial thromboplastin time.
54,All the following cause prolongation of the acti- vated partial thromboplastin time that does not  correct with a 1:1 mixture with pooled plasma  EXCEPT: A. Lupus anticoagulant B. Factor VIII inhibitor C. Heparin D. Factor VII inhibitor E. Factor IX inhibitor,"The answer is D.  (Chap. 20) The activated partial thromboplastin time  (aPTT) involves the factors of the intrinsic pathway of  coagulation. Prolongation of the aPTT reflects either a  deficiency of one of these factors (factor VIII, IX, XI,  XII, and so on) or inhibition of the activity of one of the  factors or components of the aPTT assay (i.e., phospho- lipids). This may be further characterized by the â€œmix- ing studyâ€ in which the patientâ€™s plasma is mixed with  pooled plasma. Correction of the aPTT reflects a defi- ciency of factors that are replaced by the pooled sample.  Failure to correct the aPTT reflects the presence of a fac- tor inhibitor or phospholipid inhibitor. Common causes  of a failure to correct include the presence of heparin in  the sample, factor inhibitors (factor VIII inhibitor being  the most common), and the presence of antiphospho- lipid antibodies. Factor VII is involved in the extrinsic  pathway of coagulation. Inhibitors to factor VII would  result in prolongation of the prothrombin time.",D. Factor VII inhibitor,D. Factor VII inhibitor
55,"You are evaluating a 45-year-old man with an acute  upper gastrointestinal (GI) bleed in the emergency  department. He reports increasing abdominal girth  over the past 3 months associated with fatigue and  anorexia. He has not noticed any lower extremity  edema. His medical history is significant for hemo- philia A diagnosed as a child with recurrent elbow  hemarthroses in the past. He has been receiving infu- sions of factor VIII for most of his life and received  his last injection earlier that day. His blood pressure  is 85/45 mm Hg with a heart rate of 115 beats/ min. His abdominal examination is tense with a  positive fluid wave. Hematocrit is 21%. Renal func- tion and urinalysis results are normal. His activated  partial thromboplastin time is minimally prolonged,  his international normalized ratio is 2.7, and platelets  are normal. Which of the following is most likely  to yield a diagnosis for the cause of his GI bleeding? A. Factor VIII activity level B. Helicobacter pylori antibody test C. Hepatitis B surface antigen D. Hepatitis C RNA E. Mesenteric angiogram","The answer is D.  (Chap. 20) This patient presents with a significant upper  gastrointestinal (GI) bleed with a prolonged prothrom- bin time (PT). Hemophilia should not cause a prolonged  PT. This and the presence of ascites raise the possibility  of liver disease and cirrhosis. The contamination of blood  products in the 1970s and 1980s resulted in widespread  transmission of HIV and hepatitis C virus (HCV) within  the hemophilia population receiving factor infusions.    Review and Self-Assessment 769 It is estimated in 2006, that >80% of hemophilia patients  older than 20 years old are infected with HCV. Viral  inactivation steps were introduced in the 1980s, and  recombinant factor VIII and IX were first produced in  the 1990s. HCV is the major cause of morbidity and  the second leading cause of death in patients exposed  to older factor concentrates. Patients develop cirrhosis  and complications that include ascites and variceal bleed- ing. End-stage liver disease requiring a liver transplant is  curative for the cirrhosis and the hemophilia (the liver  produces factor VIII). Hepatitis B was not transmitted in  significant numbers to patients with hemophilia. Diver- ticular disease or peptic ulcer disease would not explain  the prolonged PT. Patients with inadequately repleted  factor VIII levels are more likely to develop hemarthro- ses than GI bleeds, and the slightly prolonged activated  partial thromboplastin time makes this unlikely.","E. Mesenteric angiogram

Given the patient's history of hemophilia A and acute upper GI bleed, a mesenteric angiogram would be the most likely test to yield a diagnosis for the cause of his bleeding. This test can help identify the source of bleeding in the GI tract, such as a vascular abnormality or arteriovenous malformation, which may be more common in patients with hemophilia. The other options listed are less likely to be the cause of his current presentation.",A. Factor VIII activity level
56,"You are managing a patient with suspected dis- seminated intravascular coagulopathy (DIC). The  patient has end-stage liver disease awaiting liver  transplantation and was recently in the intensive  care unit with Escherichia coli bacterial peritonitis.  You suspect DIC based on a new upper gastrointes- tinal bleed in the setting of oozing from venipunc- ture sites. Platelet count is 43,000/Î¼L, international  normalized ratio is 2.5, hemoglobin is 6 mg/dL,  and d-dimer is elevated to 4.5. What is the best  way to distinguish between new-onset DIC and  chronic liver disease? A. Blood culture B. Elevated fibrinogen degradation products C. Prolonged aPTT D. Reduced platelet count E. Serial laboratory analysis  Review and Self-Assessment 737","The answer is E.  (Chap. 20) The differentiation between disseminated  intravascular coagulation (DIC) and severe liver disease  is challenging. Both entities may manifest with similar  laboratory findings, which are elevated fibrinogen deg- radation products, prolonged activated partial thrombo- plastin time and prothrombin time, anemia, and throm- bocytopenia. When suspecting DIC, these tests should  be repeated over a period of 6 to 8 hours because abnor- malities may change dramatically in patients with severe  DIC. In contrast, these test results should not fluctuate  as much in patients with severe liver disease. Bacterial  sepsis with positive blood cultures is a common cause of  DIC but is not diagnostic.","E. Serial laboratory analysis

The best way to distinguish between new-onset DIC and chronic liver disease in this patient is to perform serial laboratory analysis. DIC is a dynamic process that can progress rapidly, so monitoring the patient's laboratory values over time can help differentiate between acute DIC and chronic liver disease. In DIC, there will be a progressive decrease in platelet count, increase in international normalized ratio (INR), and elevated d-dimer levels. Chronic liver disease may also present with abnormal coagulation parameters, but the pattern of changes over time can help differentiate between the two conditions.",The best way to distinguish between new-onset DIC and chronic liver disease in this scenario is by evaluating the serial laboratory analysis.
57,All of the following genetic mutations are associ- ated with an increased risk of deep-vein thrombosis  EXCEPT: A. Factor V Leiden mutation B. Glycoprotein 1b platelet receptor C. Heterozygous protein C deficiency D. Prothrombin 20210G E. Tissue plasminogen activator,"The answer is B.  (Chap. 21) Venous thrombosis occurs through activation  of the coagulation cascade primarily through the expo- sure to tissue factor, and the genetic factors that contrib- ute to a predisposition to venous thrombosis typically  are polymorphisms affecting procoagulant or fibrinolytic  pathways. In contrast, arterial thrombosis occurs in the  setting a platelet activation, and the genetic predisposi- tion for arterial thrombosis includes mutations that affect  platelet receptors or redox enzymes. The most common  inherited risk factors for venous thrombosis are the factor  V Leiden mutation and prothrombin 20210 mutation.  Other mutations predisposing an individual to venous  thrombosis include inherited deficiency of protein C or  S and mutations of fibrinogen, tissue plasminogen activa- tor, thrombomodulin, or plasminogen activator inhibitor.  The glycoprotein 1b platelet receptor mutation would  increase the risk of arterial, but not venous, thrombosis.",E. Tissue plasminogen activator,B. Glycoprotein 1b platelet receptor
58,"A 76-year-old man presents to an urgent care clinic  with pain in his left leg for 4 days. He also describes  swelling in his left ankle, which has made it difficult  for him to ambulate. He is an active smoker and  has a medical history remarkable for gastroesopha- geal reflux disease, deep-vein thrombosis (DVT)  9 months ago that resolved, and well-controlled  hypertension. Physical examination is revealing for  2+ edema in his left ankle. A d-dimer is ordered  and is elevated. Which of the following makes  d-dimer less predictive of DVT in this patient? A. Age older than 70 years B. History of active tobacco use C. Lack of suggestive clinical symptoms D. Negative Homanâ€™s sign on examination E. Previous DVT in the past year","The answer is A.  (Chap. 21) d-Dimer is a degradation product of cross- linked fibrin and is elevated in conditions of ongoing  thrombosis. Low concentrations of d-dimer are considered  to indicate the absence of thrombosis. Patients older than  the age of 70 years frequently have elevated d-dimers  in the absence of thrombosis, making this test less pre- dictive of acute disease. Clinical symptoms are often not  present in patients with deep-vein thrombosis (DVT)  and do not affect interpretation of a d-dimer. Tobacco  use, although frequently considered a risk factor for  DVT, and previous DVT should not affect the predic- tive value of d-dimer. Homanâ€™s sign, calf pain elicited by  dorsiflexion of the foot, is not predictive of DVT and is  unrelated to d-dimer.","D. Negative Homan's sign on examination

Homan's sign is not a reliable indicator of DVT and its absence does not necessarily rule out the presence of a DVT. The other factors listed, such as age older than 70 years, history of active tobacco use, lack of suggestive clinical symptoms, and previous DVT in the past year, are all risk factors that can make d-dimer less predictive of DVT in this patient.",The lack of suggestive clinical symptoms makes d-dimer less predictive of DVT in this patient.
59,"A 22-year-old woman comes to the emergency  department complaining of 12 hours of shortness of  breath. The symptoms began toward the end of a  long car ride home from college. She has no medical  history, and her only medication is an oral contra- ceptive. She smokes occasionally, but the frequency  has increased recently because of examinations. On  physical examination, she is afebrile with respiratory  rate of 22 breaths/min, blood pressure of 120/80  mm Hg, heart rate of 110 beats/min, and oxygen  saturation on room air of 92%. The rest of her phys- ical examination findings are normal. A chest radio- graph and complete blood count are normal. Her  serum pregnancy test result is negative. Which of  the following is the indicated management strategy? A. Check d-dimer and, if normal, discharge with non- steroidal anti-inflammatory therapy. B. Check d-dimer and, if normal, obtain lower extrem- ity ultrasound. C. Check d-dimer and, if abnormal, treat for deep-vein  thrombosis/pulmonary embolism. D. Check d-dimer and, if abnormal, obtain a contrast  multislice computed tomography scan of the chest. E. Obtain a contrast multislice computed tomography  scan of the chest.","The answer is E.  (Chaps. 21 and 22) The clinical probability of pulmonary  embolism (pulmonary embolism) can be delineated into  low to high likelihood using the clinical decision rule  shown in Table 22-1. In those with a score of 3 or less,  pulmonary embolism is low or moderately likely, and a  d-dimer test should be performed. A normal d-dimer  result combined with a low to moderate clinical prob- ability of pulmonary embolism identifies patients who  do not need further testing or anticoagulation therapy.  Those with either a likely clinical probability (score >3)  or an abnormal d-dimer (with unlikely clinical probabil- ity) require an imaging test to rule out pulmonary embo- lism. Currently, the most attractive imaging method to  detect pulmonary embolism is the multislice computed  tomography (CT). It is accurate and, if the result is nor- mal, safely rules out pulmonary embolism. This patient  has a clinical probability score of 4.5 because of her rest- ing tachycardia and the lack of an alternative diagnosis at  least as likely as pulmonary embolism. Therefore, there is  no indication for measuring d-dimer, and she should pro- ceed directly to multislice CT of the chest. If this cannot  be performed expeditiously, she should receive one dose  of low-molecular-weight heparin while awaiting the test.","D. Check d-dimer and, if abnormal, obtain a contrast multislice computed tomography scan of the chest.

Given the patient's symptoms of shortness of breath and increased frequency of smoking, along with her age and use of oral contraceptives, there is a concern for pulmonary embolism. The first step in evaluating for pulmonary embolism is to check a d-dimer level. If the d-dimer is abnormal, further imaging with a contrast multislice computed tomography scan of the chest is indicated to confirm the diagnosis.","D. Check d-dimer and, if abnormal, obtain a contrast multislice computed tomography scan of the chest."
60,All of the anticoagulant or antiplatelet drugs listed  are correctly matched with their mechanisms of  action EXCEPT: A. Abciximabâ€”Glycoprotein IIb/IIIa receptor   inhibitor B. Clopidogrelâ€”Adenosine diphosphate receptor  blockade C. Enoxaparinâ€”Direct thrombin inhibition D. Rivaroxabanâ€”Factor Xa inhibition E. Warfarinâ€”Inhibition of production of the vitamin  Kâ€“dependent clotting factors,"The answer is C.  (Chap. 23) In recent years, a variety of new anticoagulant  and antiplatelet drugs have been developed for clinical use.   Platelets play an important role in arterial thrombosis,  particularly in coronary artery and cerebrovascular dis- ease. Aspirin is the most widely used antiplatelet drug  worldwide. Aspirin exerts its effects through inhibition of  cyclooxygenase-1. Other commonly used oral antiplatelet  agents are clopidogrel and dipyridamole. Clopidogrel is in  a class of agents called thienopyridines along with ticlopi- dine. Thienopyridines act to block a specific adenosine  diphosphate receptor (P2Y12) and inhibit platelet aggrega- tion. Dipyridamole inhibits phosphodiesterase to decrease  the breakdown of cyclic adenosine monophosphate  (cAMP) to decrease platelet aggregation. Intravenous  antiplatelet agents have also become increasingly impor- tant in the treatment of acute coronary syndromes. All of  the intravenous agents act to inhibit platelet aggregation  by blocking the glycoprotein (Gp) IIb/IIIa receptor. The   Review and Self-Assessment 770 three agents in clinical use as Gp IIb/IIIa inhibitors are  abciximab, eptifibatide, and tirofiban.  Anticoagulant agents are primarily used for the preven- tion and treatment of venous thrombosis. Many antico- agulants are available and act by a variety of mechanisms.  Heparin has been used for many years but requires frequent  monitoring to be used safely. More recently, low-molec- ular-weight heparins (LMWHs) have been introduced.  These agents are given subcutaneously and generally pre- ferred in many instances over heparin given a more predict- able anticoagulant effect. Both heparin and the LMWHs  are indirect thrombin inhibitors that act primarily through  activation of antithrombin. When activated, antithrombin  inhibits clotting enzymes, especially thrombin and factor  Xa. Fondaparinux is a newer anticoagulant that inhibits  only factor Xa, although it is a synthetic analogue of the  pentasaccharide sequence in heparin that binds antithrom- bin. However, it is too short to bridge antithrombin to  thrombin. The direct thrombin inhibitors bind directly to  thrombin (rather than antithrombin) to exert their activ- ity. The direct thrombin inhibitors include lepirudin, arg- atroban, and bivalirudin. The most commonly used oral  anticoagulant is warfarin, which inhibits the production  of vitamin Kâ€“dependent clotting factors. Given the need  for frequent monitoring and extensive drug interactions,  developing other oral anticoagulants that are safe and effec- tive has been desired for many years. No oral drug has yet  been introduced into the market. However, several are in  the final stages of development. These include two factor  Xa inhibitors (rivaroxaban and apixaban) and one factor IIa  inhibitor (dabigatran etexilate).","C. Enoxaparinâ€”Direct thrombin inhibition

Enoxaparin is a low molecular weight heparin that acts by enhancing the activity of antithrombin III, leading to inhibition of factor Xa. It does not directly inhibit thrombin.",C. Enoxaparinâ€”Direct thrombin inhibition
61,"A 66-year-old woman is prescribed clopidogrel  and aspirin after implantation of a bare metal stent  in her right coronary artery. Two weeks after the  procedure, the woman presents to the emergency  department with acute-onset chest pain and elec- trocardiographic changes consistent with an acute  inferior myocardial infarction. Emergent cardiac  catheterization confirms in-stent restenosis. The  patient insists she has been adherent to her pre- scribed therapy. Which of the following state- ments most correctly described the most likely  cause of the patientâ€™s restenosis despite her current  therapy? A. She likely has aspirin resistance and should be treated  with higher doses of aspirin to prevent a recurrence. B. She likely has clopidogrel resistance caused by a  genetic polymorphism of the CYP pathway. C. She should have been treated with low-molecular- weight heparin to prevent this complication. D. She should have been treated with warfarin to pre- vent this complication. E. Because she has demonstrated resistance to clopido- grel, switching to prasugrel would not be useful to  prevent further complications.","The answer is B.  (Chap. 23) After implantation of a bare metal coronary  artery stent, aspirin and clopidogrel are recommended  for at least 4 weeks to decrease the risk of in-stent reste- nosis. This patient, however, developed the complica- tion despite adherence to her therapy. This generally  suggests resistance to clopidogrel with a decreased ability  of clopidogrel to inhibit platelet aggregation. There is  a known genetic component to clopidogrel resistance  related to specific genetic polymorphisms of the CYP  isoenzymes. Up to 25% of whites, 30% of African Amer- icans, and 50% of Asians may carry an allele that renders  them resistant to clopidogrel. These polymorphisms are  less important in the activation of prasugrel. Thus, in  individuals who have evidence of clopidogrel resistance,  switching to prasugrel should be considered.  Aspirin resistance is a more controversial subject. It  is defined simply in clinical terms as failure of aspirin to  prevent ischemic vascular events. Biochemically, aspirin  resistance can be defined by failure of usual doses of the  drug to produce inhibitory effects on platelet function.  However, resistance to aspirin is not reversed by higher  doses of aspirin or adding another antiplatelet agent.  Because the primary mechanism of arterial thrombosis  is platelet aggregation, the anticoagulant agents warfarin  and low-molecular-weight heparin are not indicated.","B. She likely has clopidogrel resistance caused by a genetic polymorphism of the CYP pathway.

Clopidogrel is a prodrug that requires activation by the cytochrome P450 (CYP) pathway in order to become effective. Genetic polymorphisms in the CYP pathway can lead to variability in the activation of clopidogrel, resulting in clopidogrel resistance. This can lead to inadequate platelet inhibition and an increased risk of stent thrombosis and restenosis. Switching to a different antiplatelet agent, such as prasugrel, may be more effective in patients with clopidogrel resistance.","E. Because she has demonstrated resistance to clopidogrel, switching to prasugrel would not be useful to prevent further complications."
62,"A 48-year-old woman is diagnosed with a deep- vein thrombosis of her left lower extremity. When  considering initial anticoagulant therapy, all of the  following are advantages of low-molecular-weight  heparins over heparin EXCEPT: A. Better bioavailability B. Dose-dependent clearance C. Longer half-life after subcutaneous injection D. Lower risk of heparin-induced thrombocytopenia E. Predictable anticoagulant effect","The answer is B.  (Chap. 23) Low-molecular-weight heparins (LMWHs)  have largely replaced heparin for most indications if a  patient does not have any contraindications to therapy.  LMWHs have better bioavailability and longer half-lives  after subcutaneous injection. Thus, they can be given at  routine intervals for both prophylaxis and treatment. In  addition, dosing of LMWHs is simplified because these  drugs have a dose-independent clearance, and predict- able anticoagulant effects means that monitoring of anti- coagulant effect is not required in most patients. Finally,  LMWHs have a lower risk of heparin-induced throm- bocytopenia, which is important in both short- and  long-term administration.","B. Dose-dependent clearance

Low-molecular-weight heparins have dose-independent clearance, meaning that the clearance does not vary based on the dose administered. This is an advantage over heparin, which has dose-dependent clearance.",D. Lower risk of heparin-induced thrombocytopenia
63,In which of the following patients presenting with  acute dyspnea would a positive d-dimer prompt  additional testing for a pulmonary embolus?  Review and Self-Assessment 738 A. A 24-year-old woman who is 32 weeks pregnant B. A 48-year-old man with no medical history who  presents with calf pain following prolonged air travel;  the alveolarâ€“arterial oxygen gradient is normal C. A 56-year-old woman undergoing chemotherapy for  breast cancer D. A 62-year-old man who underwent hip replacement  surgery 4 weeks previously E. A 72-year-old man who had an acute myocardial  infarction 2 weeks ago,"The answer is B.  (Chap. 22) The d-dimer measured by enzyme-linked  immunosorbent assay (ELISA) is elevated in the setting  of breakdown of fibrin by plasmin, and the presence of  a positive d-dimer can prompt the need for additional  imaging for deep-vein thrombosis and/or pulmonary  embolus in specific clinical situations in which the patient  would be considered to have an elevation in d-dimer.  However, one must be cautious about placing value on  an elevated d-dimer in other situations when there can  be an alternative explanation for the elevated level. Of  the scenarios listed in the question, the only patient who  would be expected to have a negative d-dimer result  would be the patient with calf pain and recent air travel.  The presence of a normal alveolarâ€“arterial oxygen gradi- ent cannot reliably differentiate between those with and  without pulmonary embolism. In all the other scenarios,  elevations in d-dimer could be related to other medi- cal conditions and provide no diagnostic information  to inform the clinician regarding the need for further  evaluation. Some common clinical situations in which  the d-dimer is elevated include sepsis, myocardial infarc- tion, cancer, pneumonia, the postoperative state, and the  second and third trimesters of pregnancy.","C. A 56-year-old woman undergoing chemotherapy for breast cancer

Patients with cancer, especially those undergoing chemotherapy, are at higher risk for developing pulmonary embolism. Therefore, a positive d-dimer in this patient would prompt additional testing for a pulmonary embolus.",A. A 24-year-old woman who is 32 weeks pregnant
64,A 62-year-old woman is hospitalized following  an acute pulmonary embolism. All of the follow- ing would typically indicate a massive pulmonary  embolism EXCEPT: A. Elevated serum troponin levels B. Initial presentation with hemoptysis C. Initial presentation with syncope D. Presence of right ventricular enlargement on CT  scan of the chest E. Presence of right ventricular hypokinesis on   echocardiogram,"The answer is B.  (Chap. 22) Clinically, individuals with massive pulmonary  embolus present with hypotension, syncope, or cyanosis.  The hypotension and syncope occur due to acute right ven- tricular overload, and elevated troponin or amino terminal   (NT)-pro-brain natriuretic peptide can result from this  right ventricular strain. Both elevated troponin and NT- pro-brain natriuretic peptide predict worse outcomes in  pulmonary embolism. Further prognostic signs of massive  pulmonary embolism include the presence of right ventric- ular enlargement on computed tomography of the chest  or right ventricular hypokinesis on echocardiography.   The presence of hemoptysis, pleuritic chest pain, or   Review and Self-Assessment 771 cough in association with pulmonary embolism most  commonly indicates a small peripheral lesion.","A. Elevated serum troponin levels

Elevated serum troponin levels are typically seen in cases of myocardial infarction or heart failure, not necessarily in cases of pulmonary embolism. The other options are more commonly associated with a massive pulmonary embolism.",A. Elevated serum troponin levels
65,"Which of the following statements regarding diag- nostic imaging in pulmonary embolism is TRUE? A. A high probability ventilationâ€“perfusion scan is one  that has at least one segmental perfusion defect in the  setting of normal ventilation. B. If a patient has a high probability ventilationâ€“  perfusion scan, there is a 90% likelihood that the  patient does indeed have a pulmonary embolism. C. Magnetic resonance angiography provides excel- lent resolution for both large proximal and smaller  segmental pulmonary emboli. D. Multidetector-row spiral CT imaging is suboptimal  for detecting small peripheral emboli, necessitating  the use of invasive pulmonary angiography. E. None of the routinely used imaging techniques  provide adequate evaluation of the right ventricle to  assist in risk stratification of the patient.","The answer is B.  (Chap. 22) For many years, ventilationâ€“perfusion imag- ing (V-Q) was the standard for the diagnosis of pulmo- nary embolism (pulmonary embolism). Determination of  abnormal V-Q imaging can be difficult. To call a V-Q  scan a high-probability scan, one needs to see two or more  segmental perfusion defects in the setting of normal venti- lation. In patients with underlying lung disease, however,  ventilation is frequently abnormal, and most patients with  pulmonary embolism do not actually have high-probabil- ity V-Q scans. When there is a high-probability V-Q scan,  the likelihood of pulmonary embolism is 90% or greater.  Alternatively, patients with normal perfusion imaging  have a very low likelihood of pulmonary embolism. Most  patients fall into either the low or intermediate probabil- ity of having a pulmonary embolism by V-Q imaging.  In this setting, 40% of patients with a high clinical suspi- cion of pulmonary embolism are determined by pulmo- nary angiography to indeed have a pulmonary embolism  despite having a low-probability V-Q scan. At the present  time, V-Q scanning is largely supplanted by multidetec- tor-row spiral computed tomography (CT) angiography  of the chest. Compared with conventional CT scanning  with intravenous contrast, the multidetector spiral CT can  provide evaluation of the pulmonary arteries to the sixth- order branches, a level of resolution that is as good as or  exceeds that of conventional invasive pulmonary angiog- raphy. In addition, the CT allows evaluation of the right  and left ventricles as well as the lung parenchyma to pro- vide additional information regarding prognosis in acute  pulmonary embolism or alternative diagnosis in the patient  with dyspnea. Magnetic resonance angiography is a rarely  used alternative to the above modalities in patients with  contrast dye allergy. This technique provides the ability to  detect large proximal PEs but lacks reliability for segmental  and subsegmental pulmonary embolism.",E. None of the routinely used imaging techniques provide adequate evaluation of the right ventricle to assist in risk stratification of the patient.,"D. Multidetector-row spiral CT imaging is suboptimal for detecting small peripheral emboli, necessitating the use of invasive pulmonary angiography."
66,"A 53-year-old woman presents to the hospital fol- lowing an episode of syncope, with ongoing light- headedness and shortness of breath. She had a history  of antiphospholipid syndrome with prior pulmo- nary embolism and has been nonadherent to her  anticoagulation medication recently. She has been  prescribed warfarin, 7.5 mg daily, but reports taking  it only intermittently. She does not know her most  recent INR. On presentation to the emergency  department, she appears diaphoretic and tachy- pneic. Her vital signs are as follows: blood pres- sure of 86/44 mm Hg, heart rate of 130 beats/min,     respiratory rate of 30 breaths/min, and oxygen satu- ration of 85% on room air. Cardiovascular examina- tion shows a regular tachycardia without murmurs,  rubs, or gallops. The lungs are clear to auscultation.  On extremity examination, there is swelling of her  left thigh with a positive Homanâ€™s sign. Chest CT  angiography confirms a saddle pulmonary embolus  with ongoing clot seen in the pelvic veins on the  left. Anticoagulation with unfractionated heparin is  administered. After a fluid bolus of 1 L, the patientâ€™s  blood pressure remains low at 88/50 mm Hg.  Echocardiogram demonstrates hypokinesis of the  right ventricle. On 100% non-rebreather mask, the  oxygen saturation is 92%. What is the next best step  in the management of this patient? A. Continue current management. B. Continue IV fluids at 500 mL/h for a total of 4 L of  fluid resuscitation. C. Refer for inferior vena cava filter placement and  continue current management. D. Refer for surgical embolectomy. E. Treat with dopamine and recombinant tissue plas- minogen activator, 100 mg IV.","The answer is E. (Chap. 22) This patient is presenting with massive pul- monary embolus (pulmonary embolism) with ongoing  hypotension, right ventricular dysfunction, and profound  hypoxemia requiring 100% oxygen. In this setting, con- tinuing with anticoagulation alone is inadequate, and  the patient should receive circulatory support with fibri- nolysis if there are no contraindications to therapy. The  major contraindications to fibrinolysis include hyperten- sion >180/110 mm Hg, known intracranial disease or  prior hemorrhagic stroke, recent surgery, or trauma. The  recommended fibrinolytic regimen is recombinant tissue   plasminogen activator (rTPA), 100 mg IV over 2 hours.  Heparin should be continued with the fibrinolytic to pre- vent a rebound hypercoagulable state with dissolution of the  clot. There is a 10% risk of major bleeding with fibrinolytic  therapy, with a 1â€“3% risk of intracranial hemorrhage.   The only indication approved by the U.S. Food and Drug  Administration for fibrinolysis in pulmonary embolism  is for massive pulmonary embolism presenting with life- threatening hypotension, right ventricular dysfunction, and  refractory hypoxemia. In submassive pulmonary embolism  presenting with preserved blood pressure and evidence of  right ventricular dysfunction on echocardiogram, the deci- sion to pursue fibrinolysis is made on a case-by-case basis.  In addition to fibrinolysis, the patient should also receive  circulatory support with vasopressors. Dopamine and  dobutamine are the vasopressors of choice for the treat- ment of shock in pulmonary embolism. Caution should be  taken with ongoing high-volume fluid administration, as  a poorly functioning right ventricle may be poorly toler- ant of additional fluids. Ongoing fluids may worsen right  ventricular ischemia and further dilate the right ventricle,  displacing the interventricular septum to the left to worsen  cardiac output and hypotension. If the patient had contra- indications to fibrinolysis and was unable to be stabilized  with vasopressor support, referral for surgical embolec- tomy should be considered. Referral for inferior vena cava  filter placement is not indicated at this time. The patient  should be stabilized hemodynamically as a first priority.  The indications for inferior vena cava filter placement are  active bleeding, precluding anticoagulation, and recurrent  deep-vein thrombosis on adequate anticoagulation.","E. Treat with dopamine and recombinant tissue plasminogen activator, 100 mg IV.

This patient is presenting with a massive pulmonary embolism causing hemodynamic instability and right ventricular dysfunction. Treatment with thrombolytic therapy, such as recombinant tissue plasminogen activator, is indicated in this situation to help dissolve the clot and improve hemodynamics. Dopamine can also be used to help support blood pressure in this setting. Continuing current management or IV fluids alone may not be sufficient in this critical situation. Referral for inferior vena cava filter placement or surgical embolectomy may be considered if thrombolytic therapy is contraindicated or unsuccessful.",The next best step in the management of this patient would be to refer for surgical embolectomy.
