,Questions,Answers,chatGpt3.5,AnswersWithRag
123,"A 29-year-old man is found on routine chest radi- ography for life insurance to have left hilar adenop- athy. CT scanning confirms enlarged left hilar and  paraaortic nodes. He is otherwise healthy. Besides  biopsy of the lymph nodes, which of the following  is indicated? A. Angiotensin-converting enzyme (ACE) level B. Î²-hCG C. Thyroid-stimulating hormone (TSH) D. PSA E. C-reactive protein","The answer is B.  (Chap. 47) The patient is a young man with asymmet- ric hilar adenopathy. The differential diagnosis would  include lymphoma; testicular cancer; and, less likely,  tuberculosis or histoplasmosis. Because of his young age,  testicular examination and ultrasonography would be  indicated, as would measurement of Î±-fetoprotein (AFP)  or beta human chorionic gonadotropin (Î²-hCG), which  are generally markedly elevated. In men with carcinoma  of unknown primary source, AFP and Î²-hCG should  be checked because the presence of testicular cancer  portends an improved prognosis compared with pos- sible primary sources. Biopsy would show lymphoma.  The ACE level may be elevated but is not diagnostic of  sarcoidosis. Sarcoidosis should not be considered likely  in the presence of asymmetric hilar adenopathy. Thy- roid disorders are not likely to present with unilateral  hilar adenopathy. Finally, prostate-specific antigen is not  indicated in this age category, and C-reactive protein  would not differentiate any of the disorders mentioned  above. Biopsy is clearly the most important diagnostic  procedure.","A. Angiotensin-converting enzyme (ACE) level

ACE levels are often elevated in patients with sarcoidosis, a condition that can present with hilar adenopathy on imaging. Checking the ACE level can help in the diagnosis of sarcoidosis in this patient.",Angiotensin-converting enzyme (ACE) level
124,"A 49-year-old man is admitted to the hospital  with a seizure. He does not have a history of sei- zures and he currently takes no medications. He  has AIDS and is not under any care at this time.  His physical examination is most notable for small,  shoddy lymphadenopathy in the cervical region.  A head CT shows a ring-enhancing lesion in the  right temporal lobe, with edema but no mass effect.  A lumbar puncture shows no white or red blood  cells, and the Gram stain is negative. His serum  Toxoplasma IgG is positive. He is treated with pyri- methamine, sulfadiazine, and levetiracetam. After   2 weeks of therapy the central nervous system (CNS)  lesion has not changed in size and he has not had  any more seizures. All microbiologic cultures and     viral studies, including Epstein-Barr virus DNA  from the cerebrospinal fluid, are negative. What is  the best course of action for this patient at this time? A. Continue treatment for CNS toxoplasmosis B. Dexamethasone C. IV acyclovir D. Stereotactic brain biopsy E. Whole-brain radiation therapy","The answer is D.  (Chap. 46) Distinguishing central nervous system (CNS)  toxoplasmosis from primary CNS lymphoma in a  patient with HIV infection is often difficult. The stan- dard approach in a neurologically stable patient is to treat  the patient for toxoplasmosis for 2â€“3 weeks then repeat  neuroimaging. If the imaging shows clear improvement,  continue antibiotics. If there is no response to therapy  after 2 weeks, therapy does not need to be  continued  and a stereotactic brain biopsy is indicated. In this  immunocompromised patient who has not responded to  treatment for CNS toxoplasmosis, a positive CNS EBV  DNA would be diagnostic of CNS lymphoma. Whole- brain radiation therapy is part of the treatment for CNS  lymphoma, which is not yet diagnosed in this patient,  and should not be instituted empirically. Treatments  directed at viral infections of the CNS or CNS lym- phomas are not indicated at this time since a diagnosis is  still yet to be made. In the absence of a change in neu- rologic status or evidence of mass effect on CT, there is  no indication for dexamethasone. Of note, the incidence  of primary CNS lymphoma appears to be increasing in  immunocompetent individuals for unclear reasons.","D. Stereotactic brain biopsy

Given the lack of improvement in the CNS lesion and the negative results of all microbiologic cultures and viral studies, a stereotactic brain biopsy would be the best course of action to definitively diagnose the cause of the lesion. This would help determine if the current treatment for CNS toxoplasmosis is appropriate or if a different treatment approach is needed.",Continue treatment for CNS toxoplasmosis
125,"A young man with a history of a low-grade astrocy- toma comes into your office complaining of weight  gain and low energy. He is status post resection  of his low-grade astrocytoma and had a course of  whole-brain radiation therapy 1 year ago. A labora- tory workup reveals a decreased morning cortisol  level of 1.9 Î¼g/dL. In addition to depressed adre- nocorticotropic hormone function, which of the  following hormones is most sensitive to damage  from whole-brain radiation therapy? A. Growth hormone B. Follicle-stimulating hormone C. Prolactin D. Thyroid-stimulating hormone","The answer is A.  (Chap. 46) Endocrine dysfunction resulting in hypopi- tuitarism frequently follows exposure of the hypothala- mus or pituitary gland to therapeutic radiation. Growth  hormone is the most sensitive to the damaging effects of  whole-brain radiation therapy, and thyroid-stimulating  hormone is the least sensitive. Adrenocorticotropic hor- mone, prolactin, and gonadotropins have an intermedi- ate sensitivity. Other complications of radiation therapy  to the brain include acute radiation injury manifest by  headache, sleepiness, and worsening of preexisting neu- rologic defects. Early delayed radiation injury occurs  within the first 4 months after therapy. It is associated  with increased white matter signal on magnetic reso- nance imaging and is steroid responsive. Late delayed  radiation injury occurs >4 months after therapy, typi- cally 8â€“24 months. There may be dementia, gait apraxia,  focal necrosis (after focal irradiation), or the develop- ment of secondary malignancies.","A. Growth hormone

Whole-brain radiation therapy can damage the hypothalamus and pituitary gland, leading to deficiencies in various hormones. Growth hormone is particularly sensitive to damage from radiation therapy, as it is produced by the pituitary gland and can be affected by radiation-induced damage to this area. This can result in growth hormone deficiency, which can lead to symptoms such as weight gain and low energy.",Thyroid-stimulating hormone
126,"A 37-year-old woman with a history of 6 months  of worsening headache is admitted to the hospital  after a tonic-clonic seizure that occurred at work.  The seizure lasted a short time and terminated  spontaneously. On examination, her vital signs are  normal, she is somnolent but awake, and there are  no focal abnormalities. Her initial CT scan showed  no acute hemorrhage but was abnormal. An MRI is  obtained and is shown in Figure 135. What is the  most likely diagnosis in this patient?  FIGURE 135  Review and Self-Assessment 749 A. Brain abscess B. Glioblastoma C. Low-grade astrocytoma D. Meningioma E. Oligodendroglioma","The answer is D.  (Chap. 46) The postgadolinium magnetic resonance imag- ing (MRI) shows multiple meningiomas along the falx  and left parietal cortex. Meningiomas derive from the  cells that give rise to the arachnoid granulations. They are  now the most common primary brain tumor, account- ing for approximately 32% of the total, and occur more  commonly in women than men. They are usually benign  (World Heatlh Organization classification grade 1) and  attached to the dura. They rarely invade the brain.  Meningiomas are diagnosed with increasing frequency  as more people undergo neuroimaging studies for vari- ous indications. Their incidence increases with age, and  they are more common in patients with a history of   cranial irradiation. They are most commonly located  over the cerebral convexities, especially adjacent to the  sagittal sinus, but can also occur in the skull base and  along the dorsum of the spinal cord. Many meningio- mas are found incidentally following neuroimaging for  unrelated reasons. They can also present with headaches,  seizures, or focal neurologic deficits. On imaging studies   Review and Self-Assessment 786 they have a characteristic appearance usually consisting of  a partially calcified, densely enhancing extra-axial tumor  arising from the dura. The main differential diagnosis of  meningioma is a dural metastasis. Total surgical resection  of a meningioma is curative. Low-grade astrocytoma and  high-grade astrocytoma (glioblastoma) often infiltrate  into adjacent brain and rarely have the clear margins seen  in Figure 135. Oligodendroma comprise approximately  15% of all gliomas and show calcification in roughly 30%  of cases. They have a more benign course and are more  responsive than other gliomas to cytotoxic therapy. For  low-grade oligodendromas, the median survival is 7â€“8  years. Brain abscess will have distinctive ring-enhancing  features with a capsule, will often have mass effect, and  will have evidence of inflammation on MRI scanning.","B. Glioblastoma

Glioblastoma is the most likely diagnosis in this patient based on the clinical presentation of worsening headache, seizure, and abnormal MRI findings. Glioblastoma is a type of aggressive brain tumor that can cause symptoms such as headaches, seizures, and neurological deficits. The MRI findings in this case are consistent with the characteristic features of glioblastoma, such as irregular enhancement and surrounding edema. Brain abscess, low-grade astrocytoma, meningioma, and oligodendroglioma are less likely based on the clinical presentation and imaging findings.",The most likely diagnosis in this patient is D. Meningioma.
127,A healthy 53-year-old man comes to your office for  an annual physical examination. He has no com- plaints and has no significant medical history. He  is taking an over-the-counter multivitamin and no  other medicines. On physical examination he is noted  to have a nontender thyroid nodule. His thyroid-  stimulating hormone (TSH) level is checked and  is found to be low. What is the next step in his  evaluation? A. Close follow-up and measure TSH in 6 months B. Fine-needle aspiration C. Low-dose thyroid replacement D. Positron emission tomography followed by surgery E. Radionuclide thyroid scan,"The answer is E.  (Chap. 48) Thyroid nodules are found in 5% of patients.  Nodules are more common with age, in women, and in  iodine-deficient areas. Given their prevalence, the cost of  screening, and the generally benign course of most nod- ules, the choice and order of screening tests have been  very contentious. A small percentage of incidentally dis- covered nodules will represent thyroid cancer, however.  A TSH should be the first test to check after detection of  a thyroid nodule. A majority of patients will have nor- mal thyroid function tests. In the case of a normal TSH,  fine-needle aspiration or ultrasound-guided biopsy can  be pursued. If the TSH is low, a radionuclide scan should  be performed to determine if the nodule is the source of  thyroid hyperfunction (a â€œhotâ€_x009d_ nodule). In this case, this  is the best course of action. â€œHotâ€_x009d_ nodules can be treated  medically, resected, or ablated with radioactive iodine.  â€œColdâ€_x009d_ nodules should be further evaluated with a fine- needle aspiration. Four percent of nodules undergoing  biopsy are malignant, 10% are suspicious for malignancy,  and 86% are indeterminate or benign.","B. Fine-needle aspiration

A low TSH level in the presence of a thyroid nodule raises concern for hyperthyroidism, which can be caused by conditions such as toxic multinodular goiter or thyroid adenoma. Fine-needle aspiration can help determine if the nodule is benign or malignant.",B. Fine-needle aspiration
128,"All of the following statements regarding asymp- tomatic adrenal masses (incidentalomas) are true  EXCEPT: A. All patients with incidentalomas should be screened  for pheochromocytoma. B. Fine-needle aspiration may distinguish between be- nign and malignant primary adrenal tumors. C. In patients with a history of malignancy, the likelihood  that the mass is a metastasis is approximately 50%. D. The majority of adrenal incidentalomas are non- secretory. E. The vast majority of adrenal incidentalomas are  benign.","The answer is B.  (Chap. 51) Incidental adrenal masses are often discovered  during radiographic testing for another condition and are  found in approximately 6% of adult subjects at autopsy.  Fifty percent of patients with a history of malignancy and a  newly discovered adrenal mass will actually have an adrenal  metastasis. Fine-needle aspiration of a suspected metastatic  malignancy will often be diagnostic. In the absence of a sus- pected nonadrenal malignancy, most adrenal incidentalo- mas are benign. Primary adrenal malignancies are uncom- mon (<0.01%), and fine-needle aspiration is not useful to  distinguish between benign and malignant primary adrenal  tumors. Although 90% of these masses are nonsecretory,  patients with an incidentaloma should be screened for  pheochromocytoma and hypercortisolism with plasma free  metanephrines and an overnight dexamethasone suppres- sion test, respectively. When radiographic features suggest  a benign neoplasm (<3 cm), scanning should be repeated  in 3â€“6 months. When masses are > 6 cm, surgical removal   (if more likely to be primary adrenal malignancy) or fine- needle aspiration (if more likely to be metastatic malig- nancy) is preferred.",A. All patients with incidentalomas should be screened for pheochromocytoma.,A. All patients with incidentalomas should be screened for pheochromocytoma.
129,"A 35-year-old man is seen in the emergency  department for evaluation of epigastric pain, diar- rhea, and reflux. He reports frequent similar epi- sodes and has undergone multiple endoscopies. In  each case he was told that he has a duodenal ulcer.  He has become quite frustrated because he was told  that ulcers are usually due to a bacteria that can be  treated, but he does not have Helicobacter pylori pres- ent on any of his ulcer biopsies. His current medi- cations are high-dose omeprazole and oxycodone/ acetaminophen. He is admitted to the hospital for  pain control. Which of the following is the most  appropriate next step in his diagnostic evaluation? A. CT scan of the abdomen. B. Discontinue omeprazole for 1 week and measure  plasma gastrin level. C. Gastric pH measurement. D. Plasma gastrin level. E. Screen for parathyroid hyperplasia.","The answer is B.  (Chap. 49) The patient presents with recurrent peptic  ulcers without evidence of Helicobacter pylori infection.  The diagnosis of Zollinger-Ellison syndrome (ZES)  should be obtained. Additional features that suggest  nonclassic idiopathic ulcer disease include the presence  of diarrhea, which is commonly present in ZES, but  not idiopathic ulcers. The diagnosis is commonly made  through measurement of plasma gastrin levels, which  should be markedly elevated, but common use of proton  pump inhibitors (PPIs) that potently suppress gastric acid  secretion confound this measurement. Because PPI use  suppresses gastric acid production, gastrin rises. Thus PPI  use should be discontinued for 1 week prior to measure- ment of gastrin in plasma. Often this requires collabora- tion with gastroenterologists to ensure safety and poten- tially offer alternative pharmacology during this time.  Once hypergastrinemia is confirmed, the presence of  low gastric pH must be confirmed, as the most common  cause of elevated gastrin is achlorhydria due to perni- cious anemia. Imaging of the abdomen is indicated after  demonstration of hypergastrinemia. Finally, although  ZES may be associated with multiple endocrine neo- plasia type 1, which often has parathyroid hyperplasia or  adenoma, this is less likely than isolated ZES.","E. Screen for parathyroid hyperplasia.

This patient's symptoms, history of multiple duodenal ulcers, and lack of Helicobacter pylori infection suggest the possibility of Zollinger-Ellison syndrome (ZES). ZES is a rare condition characterized by gastrin-secreting tumors (gastrinomas) in the pancreas or duodenum, leading to excessive gastrin production and acid hypersecretion. This results in multiple peptic ulcers in the stomach and duodenum.

Screening for parathyroid hyperplasia is important in the evaluation of ZES, as it is associated with multiple endocrine neoplasia type 1 (MEN1) syndrome, which includes ZES as one of its manifestations. Plasma gastrin levels can also be measured to confirm the diagnosis of ZES.",B. Discontinue omeprazole for 1 week and measure plasma gastrin level.
130,"A 49-year-old male is brought to the hospital by  his family because of confusion and dehydration.  The family reports that for the last 3 weeks he has  had persistent copious, watery diarrhea that has not  abated with the use of over-the-counter medica- tions. The diarrhea has been unrelated to food  intake and has persisted during fasting. The stool  does not appear fatty and is not malodorous. The  patient works as an attorney, is a vegetarian, and has  not traveled recently. No one in the household has  had similar symptoms. Before the onset of diarrhea,  he had mild anorexia and a 5-lb weight loss. Since  the diarrhea began, he has lost at least 5 kg. The  physical examination is notable for blood pressure  of 100/70 mm Hg, heart rate of 110 beats/min, and  temperature of 36.8Â°C (98.2Â°F). Other than poor  skin turgor, confusion, and diffuse muscle weakness,  the physical examination is unremarkable. Labora- tory studies are notable for a normal complete blood  count and the following chemistry results:  Review and Self-Assessment 750 Na+ 146 mEq/L K+ 3.0 mEq/L Clâ€“ 96 mEq/L HCO3 â€“ 36 mEq/L BUN 32 mg/dL Creatinine 1.2 mg/dL   A 24-hour stool collection yields 3 L of tea-  colored stool. Stool sodium is 50 meq/L, potas- sium is 25 mEq/L, and stool osmolality is 170  mosmol/L. Which of the following diagnostic tests  is most likely to yield the correct diagnosis? A. Serum cortisol B. Serum TSH C. Serum VIP D. Urinary 5-HIAA E. Urinary metanephrine","The answer is C. (Chap. 49) This patient presents with the classic find- ings of a VIPoma, including large-volume watery diar- rhea, hypokalemia, dehydration, and hypochlorhydria  (WDHA, or Verner-Morrison syndrome). Abdominal  pain is unusual. The presence of a secretory diarrhea is  confirmed by a stool osmolal gap (2[stool Na + stool  K] â€“ [stool osmolality]) below 35 and persistence dur- ing fasting. In osmotic or laxative-induced diarrhea, the  stool osmolal gap is over 100. In adults, over 80% of  VIPomas are solitary pancreatic masses that usually are  larger than 3 cm at diagnosis. Metastases to the liver are  common and preclude curative surgical resection. The  differential diagnosis includes gastrinoma, laxative abuse,  carcinoid syndrome, and systemic mastocytosis. Diagno- sis requires the demonstration of large-volume secretory  diarrhea (>700 mL/d) and elevated serum VIP. Com- puted tomography of the abdomen will often demon- strate the pancreatic mass and liver metastases.","C. Serum VIP

This patient's presentation is consistent with VIPoma, a rare neuroendocrine tumor that secretes vasoactive intestinal peptide (VIP). VIPoma causes watery diarrhea, hypokalemia, and achlorhydria (WDHA syndrome). The high levels of VIP lead to increased secretion of water and electrolytes in the intestines, resulting in the copious watery diarrhea seen in this patient. Serum VIP levels can help confirm the diagnosis of VIPoma.",The correct diagnostic test that is most likely to yield the correct diagnosis in this case is D. Urinary 5-HIAA.
131,"An 18-year-old girl is evaluated at her primary care  physicianâ€™s office for a routine physical. She is pres- ently healthy. Her family history is notable for a  father and two aunts with MEN 1, and the patient  has undergone genetic testing and carries the MEN  1 gene. Which of the following is the first and most  common presentation for individuals with this  genetic mutation? A. Peptic ulcer disease B. Hypercalcemia C. Hypoglycemia D. Amenorrhea E. Uncontrolled systemic hypertension","The answer is B.  (Chap. 50) Multiple endocrine neoplasia (MEN) syn- drome is defined as a disorder with neoplasms affect- ing two or more hormonal tissues in several members  of the family. The most common of these is MEN 1,  which is caused by the gene coding the nuclear pro- tein called Menin. MEN 1 is associated with tumors or  hyperplasia of the parathyroid, pancreas, pituitary, adre- nal cortex, and foregut, and/or subcutaneous or visceral  lipomas. The most common and earliest manifestation is  hyperparathyroidism with symptomatic hypercalcemia.  This most commonly occurs in the late teenage years  and 93â€“100% of mutation carriers develop this compli- cation. Gastrinomas, insulinomas, and prolactinomas are  less common and tend to occur in patients in their 20s,  30s, and 40s. Pheochromocytoma may occur in MEN  1, but is more commonly found in MEN 2A or von   Hippelâ€“Lindau syndrome.","B. Hypercalcemia

Individuals with MEN 1 (multiple endocrine neoplasia type 1) commonly present with hypercalcemia due to overproduction of parathyroid hormone by parathyroid adenomas. This is the most common presentation for individuals with this genetic mutation.",B. Hypercalcemia
132,"A 35-year-old man is referred to your clinic for  evaluation of hypercalcemia noted during a health  insurance medical screening. He has noted some  fatigue, malaise, and a 4-lb weight loss over the  past 2 months. He also has noted constipation and  â€œheartburn.â€_x009d_ He is occasionally nauseated after  large meals and has water brash and a sour taste  in his mouth. The patient denies vomiting, dys- phagia, or odynophagia. He also notes decreased  libido and a depressed mood. Vital signs are unre- markable. Physical examination is notable for a  clear oropharynx, no evidence of a thyroid mass,  and no lymphadenopathy. Jugular venous pressure  is normal. Heart sounds are regular with no mur- murs or gallops. The chest is clear. The abdomen is  soft with some mild epigastric tenderness. There is     no rebound or organomegaly. Stool is guaiac posi- tive. Neurologic examination is nonfocal. Labora- tory values are notable for a normal complete blood  count. Calcium is 11.2 mg/dL, phosphate is 2.1  mg/dL, and magnesium is 1.8 meq/dL. Albumin  is 3.7 g/dL, and total protein is 7.0 g/dL. TSH is  3 Î¼IU/mL, prolactin is 250 Î¼g/L, testosterone is  620 ng/dL, and serum insulin-like growth factor 1  (IGF-1) is normal. Serum intact parathyroid hor- mone level is 135 pg/dL. In light of the patientâ€™s  abdominal discomfort and heme-positive stool, you  perform an abdominal computed tomography (CT)  scan that shows a lesion measuring 2 Ã— 2 cm in the  head of the pancreas. What is the diagnosis? A. Multiple endocrine neoplasia (MEN) type 1 B. MEN type 2a C. MEN type 2b D. Polyglandular autoimmune syndrome E. Von Hippelâ€“Lindau (VHL) syndrome","The answer is A.  (Chap. 50) This patientâ€™s clinical scenario is most consis- tent with multiple endocrine neoplasia (MEN) 1, or the  â€œ3 Psâ€_x009d_: parathyroid, pituitary, and pancreas. MEN 1 is  an autosomal dominant genetic syndrome characterized  by neoplasia of the parathyroid, pituitary, and pancre- atic islet cells. Hyperparathyroidism is the most common  manifestation of MEN 1. The neoplastic changes affect  multiple parathyroid glands, making surgical care dif- ficult. Pancreatic islet cell neoplasia is the second most  common manifestation of MEN 1. Increased pancreatic  islet cell hormones include pancreatic polypeptide, gas- trin, insulin, vasoactive intestinal peptide, glucagons, and  somatostatin. Pancreatic tumors may be multicentric,  and up to 30% are malignant, with the liver being the  first site of metastases. The symptoms depend on the type  of hormone secreted. The Zollinger-Ellison syndrome  causes elevations of gastrin, resulting in an ulcer diathesis.  Conservative therapy is often unsuccessful. Insulinoma  results in documented hypoglycemia with elevated insu- lin and C-peptide levels. Glucagonoma results in hyper- glycemia, skin rash, anorexia, glossitis, and diarrhea. Ele- vations in vasoactive intestinal peptide result in profuse  watery diarrhea. Pituitary tumors occur in up to half of  patients with MEN 1. Prolactinomas are the most com- mon. The multicentricity of the tumors makes resection  difficult. Growth hormoneâ€“secreting tumors are the next  most common, with adrenocorticotropic hormoneâ€“ and  corticotropin-releasing hormoneâ€“secreting tumors being  more rare. Carcinoid tumors may also occur in the thy- mus, lung, stomach, and duodenum.","A. Multiple endocrine neoplasia (MEN) type 1

The patient's presentation with hypercalcemia, abdominal discomfort, and a lesion in the head of the pancreas is consistent with MEN type 1, which is characterized by tumors in multiple endocrine glands, including the parathyroid glands, pancreas, and pituitary gland. MEN type 1 is associated with hyperparathyroidism, pancreatic neuroendocrine tumors, and pituitary adenomas. The elevated calcium levels and parathyroid hormone levels seen in this patient are indicative of primary hyperparathyroidism, which is a common feature of MEN type 1.",The diagnosis is A. Multiple endocrine neoplasia (MEN) type 1.
133,"A 43-year-old man with episodic, severe hyperten- sion is referred for evaluation of possible secondary  causes of hypertension. He reports feeling well gen- erally, except for episodes of anxiety, palpitations,  and tachycardia with elevation in his blood pres- sure during these episodes. Exercise often brings on  these events. The patient also has mild depression  and is presently taking sertraline, labetalol, amlo- dipine, and lisinopril to control his blood pressure.  Urine 24-hour total metanephrines are ordered and  show an elevation of 1.5 times the upper limit of  normal. Which of the following is the next most  appropriate step? A. Hold labetalol for 1 week and repeat testing. B. Hold sertraline for 1 week and repeat testing. C. Immediately refer for surgical evaluation. D. Measure 24-hour urine vanillymandelic acid level. E. Send for MRI of the abdomen.","The answer is A.  (Chap. 51) When the diagnosis of pheochromocytoma  is entertained, the first step is measurement of catechol- amines and/or metanephrines. This can be achieved by  urinary tests for vanillylmandelic acid, catecholamines,  fractionated metanephrines, or total metanephrines.  Total metanephrines have a high sensitivity and there- fore are frequently used. A value of three times the upper  limit of normal is highly suggestive of pheochromocy- toma. Borderline elevations, as this patient had, are likely  to be false positives. The next most appropriate step is to  remove potentially confounding dietary or drug expo- sures, if possible, and repeat the test. Likely culprit drugs  include levodopa, sympathomimetics, diuretics, tricyclic  antidepressants, and alpha and beta blockers (labetalol  in this case). Sertraline is a selective serotonin reuptake  inhibitor antidepressant, not a tricyclic. Alternatively, a  clonidine suppression test may be ordered.","E. Send for MRI of the abdomen.

Given the elevated urine metanephrines, the next step would be to evaluate for a possible pheochromocytoma, which is a rare but potentially serious cause of secondary hypertension. An MRI of the abdomen can help identify any adrenal tumors that may be causing the elevated metanephrines. Holding medications or repeating testing may not be necessary at this point, as further evaluation is warranted.",D. Measure 24-hour urine vanillymandelic acid level.
134,"A 45-year-old man is diagnosed with pheochromo- cytoma after presentation with confusion, marked  hypertension to 250/140 mm Hg, tachycardia,  headaches, and flushing. His fractionated plasma  metanephrines show a normetanephrine level of  560 pg/mL and a metanephrine level of 198 pg/mL  (normal values: normetanephrine: 18â€“111 pg/mL;  metanephrine: 12â€“60 pg/mL). CT scanning of the  abdomen with IV contrast demonstrates a 3-cm mass  in the right adrenal gland. A brain MRI with gado- linium shows edema of the white matter near the  parietooccipital junction consistent with reversible   Review and Self-Assessment 751    posterior leukoencephalopathy. You are asked to  consult regarding management. Which of the fol- lowing statements is true regarding management of  pheochromocytoma is this individual? A. Beta-blockade is absolutely contraindicated for  tachycardia even after adequate alpha-blockade has  been attained. B. Immediate surgical removal of the mass is indicated,  because the patient presented with hypertensive crisis  with encephalopathy. C. Salt and fluid intake should be restricted to prevent  further exacerbation of the patientâ€™s hypertension. D. Treatment with phenoxybenzamine should be  started at a high dose (20â€“30 mg three times daily)  to rapidly control blood pressure, and surgery can be  undertaken within 24â€“48 hours. E. Treatment with IV phentolamine is indicated for  treatment of the hypertensive crisis. Phenoxybenza- mine should be started at a low dose and titrated to  the maximum tolerated dose over 2â€“3 weeks. Sur- gery should not be planned until the blood pressure  is consistently below 160/100 mm Hg.","The answer is E.  (Chap. 51) Complete removal of the pheochromocy- toma is the only therapy that leads to a long-term cure,  although 90% of tumors are benign. However, preop- erative control of hypertension is necessary to prevent  surgical complications and lower mortality. This patient  is presenting with encephalopathy in a hypertensive cri- sis. The hypertension should be managed initially with  IV medications to lower the mean arterial pressure by  approximately 20% over the initial 24-hour period.   Review and Self-Assessment 788 Medications that can be used for hypertensive crisis in  pheochromocytoma include nitroprusside, nicardipine,  and phentolamine. Once the acute hypertensive crisis  has resolved, transition to oral Î±-adrenergic blockers is  indicated. Phenoxybenzamine is the most commonly  used drug and is started at low doses (5â€“10 mg three  times daily) and titrated to the maximum tolerated dose  (usually 20â€“30 mg daily). Once alpha blockers have been  initiated, beta blockade can safely be utilized and is par- ticularly indicated for ongoing tachycardia. Liberal salt  and fluid intake helps expand plasma volume and treat  orthostatic hypotension. Once blood pressure is main- tained below 160/100 mm Hg with moderate ortho- stasis, it is safe to proceed to surgery. If blood pressure  remains elevated despite treatment with alpha blockade,  addition of calcium channel blockers, angiotensin recep- tor blockers, or angiotensin-converting enzyme inhibi- tors should be considered. Diuretics should be avoided,  as they will exacerbate orthostasis.","E. Treatment with IV phentolamine is indicated for treatment of the hypertensive crisis. Phenoxybenzamine should be started at a low dose and titrated to the maximum tolerated dose over 2-3 weeks. Surgery should not be planned until the blood pressure is consistently below 160/100 mm Hg.

In the management of pheochromocytoma, it is important to first control the patient's hypertension and tachycardia before proceeding with surgical removal of the tumor. This is typically achieved with alpha-blockade using medications such as phenoxybenzamine. Beta-blockade should only be initiated after adequate alpha-blockade has been achieved to prevent unopposed alpha-adrenergic stimulation.

Immediate surgical removal of the mass is not always indicated, especially in the setting of a hypertensive crisis with encephalopathy. Salt and fluid intake should not be restricted as this can exacerbate the patient's hypertension. Treatment with IV phentolamine can help to rapidly lower blood pressure during a hypertensive crisis, and phenoxybenzamine should be started at a low dose and titrated up gradually to prevent abrupt drops in blood pressure. Surgery should be delayed until blood pressure is well-controlled to reduce the risk of intraoperative complications.",E. Treatment with IV phentolamine is indicated for treatment of the hypertensive crisis. Phenoxybenzamine should be started at a low dose and titrated to the maximum tolerated dose over 2–3 weeks. Surgery should not be planned until the blood pressure is consistently below 160/100 mm Hg.
135,"An 81-year-old man is admitted to the hospital for  altered mental status. He was found at home, con- fused and lethargic, by his son. His medical his- tory is significant for metastatic prostate cancer.  The patientâ€™s medications include periodic intra- muscular goserelin injections. On examination, he  is afebrile. Blood pressure is 110/50 mm Hg, and  the pulse rate is 110 beats/min. He is lethargic and  minimally responsive to sternal rub. He has bitem- poral wasting, and his mucous membranes are dry.  On neurologic examination, he is obtunded. The  patient has an intact gag reflex and withdraws to  pain in all four extremities. Rectal tone is normal.  Laboratory values are significant for a creatinine of  4.2 mg/dL, a calcium level of 14.4 mEq/L, and an  albumin of 2.6 g/dL. All the following are appro- priate initial management steps EXCEPT: A. Normal saline B. Pamidronate C. Furosemide when the patient is euvolemic D. Calcitonin E. Dexamethasone","The answer is E.  (Chap. 52) Hypercalcemia is a common oncologic com- plication of metastatic cancer. Symptoms include confu- sion, lethargy, change in mental status, fatigue, polyuria,  and constipation. Regardless of the underlying disease,  the treatment is similar. These patients are often dehy- drated because hypercalcemia may cause nephrogenic  diabetes insipidus and are often unable to take fluids  orally. Therefore, the primary management entails rees- tablishment of euvolemia. Often hypercalcemia resolves  with hydration alone. Patients should be monitored for  hypophosphatemia. Bisphosphonates are now the main- stay of therapy because they stabilize osteoclast resorption  of calcium from the bone. However, their effects may  take 1 to 2 days to manifest. Care must be taken in cases of  renal insufficiency because rapid administration of pami- dronate may exacerbate renal failure. When euvolemia  is achieved, furosemide may be given to increase calci- uresis. Nasal or subcutaneous calcitonin further aids the  shift of calcium out of the intravascular space. Since the  advent of bisphosphonates, calcitonin is only used in  severe cases of hypercalcemia because of its rapid effect.  Glucocorticoids may be useful in patients with lymphoid  malignancies because the mechanism of hypercalcemia in  these conditions is often related to excess hydroxylation  of vitamin D. However, in this patient with prostate can- cer, dexamethasone will have little effect on the calcium  level and may exacerbate the altered mental status.","B. Pamidronate

Pamidronate is a bisphosphonate medication used to treat high levels of calcium in the blood (hypercalcemia). In this case, the patient's calcium level is elevated, so pamidronate would be an appropriate initial management step.","The appropriate initial management steps for the 81-year-old man with altered mental status and significant laboratory values include normal saline, pamidronate, furosemide when the patient is euvolemic, and dexamethasone. The option that is NOT an appropriate initial management step in this scenario is Calcitonin."
