Questions,Answers
"Hyperviscosity is commonly seen with which paraprotein:
a. IgM
b. IgG
c. Ig A
d. IgD","Ans. a. IgM 
 
Ref. Stone MJ, Evidence-based focused review of management of 
hyperviscosity syndrome. Blood 2012
IgM which is a giant molecule and 80% of it remains intravascular and 
is the commonest cause of hyperviscosity. The most common condition 
in which IgM is raised is Waldenstrom macroglobulinemia. The serum 
viscosity is measured by the Ostwald viscometer (capillary tube method). 
It is a simple, cheap and reliable method for measuring relative serum 
viscosity in patients. The viscosity of water at 20 °C is 1.0 centipoise. 
Viscosity is measured by the time required for a serum or plasma 
sample to flow through a tube under the influence of gravity. Viscous 
samples flow more slowly and hence have high viscosity. The most 
common automated viscometers used is the cone/plate type. Normal 
258 Mcqs in Hematology
viscosity measured with an Ostwald tube is 1.4 to 1.8 relative to water. 
Hyperviscosity is unlikely unless the serum viscosity is greater than"
"BCL2 translocation, t(14;18) is seen in, all except:
a. GCB DLBCL
b. ABC DLBCL
c. PMBL
d. All of the above","Ans. a. Germinal centre B- DLBCL 
 
Ref: WHO classification of tumors of hematopoietic  
and lymphoid tissues, 2008, Table 10.16
By gene expression profiling (GEP) DLBCL can be divided into three 
distinct subtypes: germinal center B (GCB)–cell-like, activated B-cell 
(ABC)–like, and primary mediastinal B-cell lymphoma (PMBL). The 
t(14;18) is present in 35% of  germinal center B-cell (GCB) type DLBCL, 
but not in activated B-cell (ABC) type and PMBL- DLBCL. The t(14;18) 
seen in > 90 percent of cases of follicular lymphomas. GCB has better 
prognosis than ABC DLBCL."
"International prognostic index for NHL include, all except:
a. Age
b. Sex
c. Nodal sites 
d. Extranodal sites","Ans. b. Sex
Researchers in the United States, Canada, and Europe participated 
in an International non-Hodgkin lymphoma Prognostic Factors 
Project (NEJM 1993). Patients with aggressive NHL were evaluated for 
pretreatment features which predicted for survival following treatment 
with doxorubicin-containing chemotherapy regimens. The following 
factors were found to correlate significantly with shorter overall or 
relapse-free survival: 1)  Age > 60, 2) Serum lactate dehydrogenase (LDH) 
concentration greater than normal, 3) ECOG performance status ≥ 2, 
4) Ann Arbor clinical stage III or IV, 5) Number of involved extranodal 
disease sites >"
"True about Hodgkin lymphoma is:
a. Most common age group affected is 50–60 years
b. Incidence is increasing
c. More common in females
d. All of the above
e. None of the above","Ans. e. None of the above 
Ref. Hoffman 5/e p1239
Hodgkin lymphoma is a disease that affects young adults, and is the third 
most commonly diagnosed cancer in people aged 15–29 years. The overall 
incidence is stable in comparison to that of non-Hodgkin lymphomas, 
which appears to be rising. An overall male to female ratio of 1.4 :"
"LP cells in NLPHL express, all except:
a. CD15 and CD30
b. CD20, CD45, CD75
c. Epithelial membrane antigen
d. All of the above
32
Hodgkin 
Lymphoma
301
Hodgkin Lymphoma","Ans. d.   All of the above 
 
Ref. Lucia Nogová, Biology, Clinical Course and Management of 
Nodular Lymphocyte Predominant Hodgkin Lymphoma, ASH
NLPHL tends to present with chronic asymptomatic lymphadenopathy; 
70–80% of cases present with early-stage disease and, compared with 
CHL, mediastinal involvement and ‘B’ symptoms are less common. 
NLPHL tends to relapse as a large-cell lymphoma. NLPHL differs in 
histological and clinical presentation from classical Hodgkin lymphoma. 
The typical morphologic signs of NLPHL are atypical “lymphocytic and 
histiocytic” (L&H) cells, called popcorn cells, which are surrounded by 
a non-neoplastic nodular background of small lymphocytes of B-cell 
origin. The NLPHL cells are positive for CD45, CD19, CD20, CD22 and 
CD79a, but lack expression of CD15 and CD30, the typical markers for 
CHL. Treatment of NLPHL patients using standard Hodgkin lymphoma 
(HL) protocols leads to complete remission (CR) in more than 95% of 
patients. Survival and freedom from treatment failure (FFTF) are worse 
in advanced-stage patients than in early-stage patients. Thus, patients 
in advanced and in early stages with unfavorable risk factors are treated 
similarly to CHL patients. In contrast, patients with early-stage NLPHL 
without risk factors can be sufficiently treated with reduced intensity 
programs having less severe adverse effects. As a result, treatment of 
early NLPHL is less clearly defined, including radiotherapy in extended 
field (EF) or involved field (IF) technique, combined modality treatment, 
and, more recently, monoclonal antibody rituximab. ESMO guidelines 
recommend radiotherapy alone for stage 1A NLPHL and chemotherapy 
305
Hodgkin Lymphoma
(like CHL) for other stages. Nodular lymphocyte-predominant Hodgkin 
lymphoma can be difficult to distinguish from progressive transformation 
of germinal centers and T-cell-rich B-cell lymphoma."
"Most specific marker for the diagnosis of hairy cell leukemia is:
a. TRAP
b. DBA 44
c. Annexin A1
d. CD11c","Ans. c. Annexin A1 
 
Ref. WHO classification of tumors of hematopoietic  
and lymphoid tissues, 2008
Annexin A1 is the most specific HCL marker since it is not expressed in 
any other small B-cell lymphoma other than HCL. Expression of annexin 
A1 can be used to distinguish HCL from SMZL and HCL variant as both 
are annexin 1 negative. Despite its specificity, annexin A1 is not useful 
for detecting minimal involvement at diagnosis or low levels of residual 
HCL after treatment as it also expressed by myeloid cells and some T-cells. 
Hairy cells are CD5 and CD23 negative, express surface membrane 
immunoglobulin (SmIg) strongly with either or chains and are FMC7 
positive. Expression of both TRAP and CD72 (the antigen reactive with 
DBA.44) has been shown to have high sensitivity for HCL and a high 
specificity for the disease; combined TRAP/DBA.44 positivity was found 
in only 3% of cases of non-HCL lymphoproliferative diseases. CD11c, 
CD25 and CD123 also show bright expression."
"Which is the most useful immuno histo chemical stain to use when 
assessing remission status posttreatment in hairy cell leukemia?
a. CD20  
b. CD11c
c. CD25 
d. CD123","Ans. a. CD20 
Ref. Jones B G, BCSH Revised Guidelines for the Diagnosis  and  
Management of Hairy Cell Leukaemia and Hairy cell 
Leukaemia Variant, 2012
Flow cytometric evaluation should be undertaken when liquid material 
is available. CD11c, CD25, CD103 and CD123 are advised if hairy cell 
leukemia is suspected or for monitoring minimal residual disease. 
Immunohistochemistry on bone marrow trephine specimens should 
include CD20 and CD72 (DBA.44). Use of DBA.44 and other more HCL-
specific antibodies is not recommended unless as part of a wider panel 
including CD20 since their performance is inferior in MRD detection. 
Clusters of positively stained cells or widely dispersed CD20-positive 
lymphocytes are taken as evidence of residual disease. CD20 is the most 
useful immunohistochemical stain to use when assessing remission 
status posttreatment."
"Indications for treatment in hairy cell leukemia are:
a. Symptomatic cytopenias 
b. Painful splenomegaly
c. Recurrent infections
d. All of the above","Ans. d. All of the above 
 Ref.  See Q2,  and Grever MR, How I treat hairy cell leukemia, Blood 2010
The majority of patients will require therapy to correct the cytopenias 
and associated problems of anemia, infections and bleeding. If the 
patient is asymptomatic and cytopenias are minimal, however, it is 
reasonable to adopt a watch-and-wait policy. It should be noted that the 
317
Hairy Cell Leukemia
risk of opportunistic infection in patients with monocytopenia and/or 
neutropenia is high; even asymptomatic patients may be considered for 
early treatment."
"True regarding treatment for hairy cell leukemia are, all except:
a. Cladribine is more efficacious than pentostatin in the treatment of 
HCL
b. Subcutaneous cladribine administration is likely to be the most cost-
effective option
c. Patients who have received cladribine or pentostatin should be 
transfused only with irradiated blood products for the rest of their 
lives in order to minimise the risk of transfusion-associated graft-
versus-host disease
d. Patients who have received cladribine or pentostatin should receive 
aciclovir and co-trimoxazole prophylaxis for herpes infections and 
Pneumocystis jiroveci infection respectively until the lymphocyte 
count is ≥ 1 x 109/l
33
Hairy 
Cell Leukemia
315
Hairy Cell Leukemia","Ans. a. Cladribine is more efficacious than pentostatin in the treatment 
of HCL 
Ref.  See Q2 and Q3
Purine analogues (cladribine or pentostatin) are the most appropriate 
agents for first-line therapy. No difference in efficacy between these has 
been demonstrated. Subcutaneous cladribine administration is likely to 
be the most cost-effective option. Patients who have received cladribine or 
pentostatin should be transfused only with irradiated blood products for 
the rest of their lives in order to minimise the risk of transfusion-associated 
graft-versus-host disease. Patients who have received cladribine or 
pentostatin should receive aciclovir and co-trimoxazole prophylaxis for 
herpes infections and Pneumocystis jiroveci infection respectively until 
the lymphocyte count is ≥1 x 109/l. In administering either pentostatin 
or cladribine, careful attention should be directed to renal function, 
as these agents are excreted through a renal route. Some prefer to use 
pentostatin because it permits titration of dose and schedule, cladribine 
has generally been regarded as the treatment of choice, with pentostatin 
being recommended for those in relapse."
"Response to purine analogue therapy by bone marrow examination 
should be assessed after: 
a. 7 days 
b. 28 days
c. 45 days 
d. 60 days
e. 120 days","Ans. e. 120 days 
 
Ref. Jones G, BCSH Revised Guidelines for the Diagnosis  
and Management of Hairy Cell Leukaemia and  
Hairy cell Leukaemia Variant, 2012
Response to purine analogue therapy should be assessed by bone marrow 
examination once the blood count has recovered, typically 4–6 months 
after cladribine therapy or after 8–9 courses of pentostatin. Eradication of 
minimal residual disease (MRD), in contrast to overtly persistent disease, 
should not be the aim of therapy except as part of a clinical trial. CR is 
defined as the absence of hairy cells from the peripheral blood and bone 
marrow along with resolution of organomegaly and cytopenias. In CR 
immunohistochemistry reveals no clustering (≥ 3 cells) of CD20-positive 
or DBA.44-positive cells."
"Cladribine can be given as:
a. 0.1 mg/kg/day as a continuous i.v. infusion for 7 days 
b. 0.14 mg/kg/day as an i.v. infusion over 2 hours for 5 consecutive days 
c. 0.14 mg/kg/day as an i.v. infusion once weekly for 6 consecutive 
weeks 
d. 0.14 mg/kg/day as a sc bolus injection for 5 consecutive days 
e. All of the above","Ans. e. All of the above 
 
Ref.  Grever MR, How I treat hairy cell leukemia, Blood 2010
Cladribine can be given with either of the routes and dosages. The 
experience from Scripps Clinic with a 7-day administration of this agent 
at 0.1 mg/kg per day by continuous intravenous infusion showed that 91% 
of patients achieved a complete remission. If the agent is administered 
at 0.14 mg/kg per day by a 1- or 2-hour intravenous infusion for 5 doses, 
318 MCqs in Hematology
the results are reported to be similar. Subcutaneous administration for 5 
or 7 days or weekly administration by intravenous route for 5 or 6 weeks 
produces comparable rates of complete remission."
"Hairy Cell Leukemia-variant (HCL-v) differs from hairy cell leukemia 
by:
a. It is resistant to interferon alpha and rarely responds to cladribine
b. There is lack of monocytopenia and WBCs are elevated
c. CD25 and HC2 are not expressed
d. All of the above","Ans. d. All of the above 
Ref. See Q2 and Q3
HCL-variant is considered different from HCL and is categorised 
separately in the 2008 WHO classification. It also responds differently 
to standard HCL treatment, being generally resistant to interferon alpha 
and rarely achieving CR with either pentostatin or cladribine. HCL-
variant differs from HCL in the lack of monocytopenia and the elevated 
WBC count, in the region of 40–60 x 109/l. Cells in most cases of HCL-v 
are villous and large, as in HCL, but have a distinct nucleolus and round 
nucleus resembling B-cell prolymphocytic leukemia (B-PLL). Bone 
marrow is often easy to aspirate in HCL-v because the reticulin fibre 
content is low. The immunophenotype of HCL-v cells differs from that 
of HCL in that annexine 1, CD25 and HC2 are not expressed. CD103 is 
expressed infrequently and CD11c is nearly always positive. There is no 
adequate treatment for this condition. Splenectomy has shown good 
partial remission in 2/3 patients."
"Patient with hairy cell leukemia can develop:
a. Vasculitis
b. Autoimmune hemolytic anemia
c. Lytic bone disease
d. All of the above","Ans. d. All of the above
Patients with HCL may develop disease-related autoimmune compli-
cations, including vasculitis and autoimmune hemolytic anemia. Lytic 
bone disease has also been observed, and extramedullary HCL has 
involved  many tissues within the body."
"The most common causes of death in polycythemia vera is:
a. Thrombosis
b. Hematologic malignancies 
c. Hemorrhage
d. Myelofibrosis/myeloid metaplasia","Ans. a. Thrombosis 
 
Ref. Passamonti F, How I treat polycythemia vera,  
Blood 2012, Williams 8/e 
The most common causes of death in polycythemia vera in Polycythemia 
Vera Study Group (PVSG) were thrombosis (29 percent), hematologic 
malignancies (23 percent), nonhematologic malignancies (16 percent), 
hemorrhage (7 percent), and myelofibrosis/myeloid metaplasia (3 
percent). Age older than 60 years and prior history of thrombosis are the 
two main risk factors for disease stratification."
"Erythromelalgia is seen in:
a. Hodgkin’s lymphoma
b. Non-Hodgkin’s lymphoma
c. Hypereosinophilic syndrome
d. Polycythemia vera","Ans. d. Polycythemia vera
Erythromelalgia is a pathognomonic microvascular complication of 
polycythemia vera or essential thrombocythemia. It refers to burning 
pain in the feet or hands accompanied by erythema, pallor or cyanosis 
and occurs in patients with a platelet count above 400,000/microL. 
Erythromelalgia responds dramatically to aspirin in low doses (50 to 100 
mg per day) or to reduction of the platelet count to normal with low-dose 
myelosuppressive agents."
"Treatment of choice for polycythemia vera is:
a. Hydroxyurea plus asprin
b. Phlebotomy plus asprin
c. JAK-2 inhibitors
d. Hydroxyurea plus phlebotomy","Ans. b. Phlebotomy plus aspirin 
 
Ref. Passamonti F, How I treat polycythemia vera,  
Blood 2012, Williams 8/e 
One of the major therapeutic goals of the Polycythemia Vera Study 
Group (PVSG) was the prevention of thrombosis by utilizing phlebotomy 
with or without concomitant myelosuppressive therapy. The results 
of PVSG trial were: 1) Phlebotomy treatment yielded the best overall 
survival, but at the cost of increased thrombotic events during the first 
three years. 2) Myelosuppressive therapy reduced the incidence of 
thrombosis, but increased the risk of AML, lymphoma, gastrointestinal, 
and skin malignancies. 3) Aspirin significantly lowered the combined 
risk of cardiovascular death, nonfatal myocardial infarction, nonfatal 
stroke, pulmonary embolism, or major venous thrombosis. Aspirin also 
significantly reduced the combined rate of major or minor thrombosis. 
Hydroxyurea (starting dose 15 to 20 mg/kg per day) should also be started 
in patients who are at high-risk for thrombosis (age > 60, prior thrombosis). 
Aspirin should be given to all patients in a low dose of 75 to 100 mg/day. 
The use of radioactive phosphprous 32P is discouraged in young patients 
because of its leukemogenicity. It is reasonable to use IFNa in patients 
with refractory pruritus, in high-risk women of childbearing potential, and 
322 Mcqs in Hematology
in the patient refractory to all other medications (e.g. hydroxyurea). The 
mainstay of therapy in PV remains phlebotomy to keep the hematocrit 
below 45 percent in men and 42 percent in women."
"True about pseudopolycythemia are, all except:
a. Low plasma volume
b. Red cell mass normal
c. Mildly elevated hct
d. Venesection is helpful
e. All are true","Ans. d. Venesection is helpful
The term apparent erythrocytosis, also called pseudopolycythemia or 
relative polycythemia, is used for persons with a raised venous hematocrit 
due to a low plasma volume, but with a normal red cell mass. This is the 
commonest cause for a mildly elevated hematocrit. In cases where red 
cell mass is not measured, this term is more difficult to apply, but will 
require the demonstration of an elevated and stable hematocrit value 
by serial measurements. There is no evidence supporting therapy of 
pseudopolycythemia with venesection."
"Diagnosis of polycythemia vera includes, all except:
a. Hemoglobin more than 16.5 g/dL in men
b. Presence of JAK2V617F mutation
c. Serum erythropoietin level below the reference range
d. Hypercellular bone marrow  with trilineage growth
e. All of the above","Ans. a. Hemoglobin more than 16.5 g/dL in men 
Ref.WHO 2008
According to WHO 2008 definition of polycythemia vera the hemoglobin 
should be more than 18.5 g/dL in men, more than 16.5 g/dL in women, 
or hematocrit more than 52 in men and more than 48 in women, or 
other evidence of increased red cell volume. Almost all patients with PV 
harbor a JAK2 mutation. When PV is suspected, the presence of a JAK2 
mutation confirms the diagnosis and its absence, combined with normal 
or increased serum erythropoietin level, excludes the diagnosis."
"Patient with polycythemia vera has inc reased:
a. RBC
b. WBC
34
Polycythemia 
Vera
320 Mcqs in Hematology
c. Platelets
d. All","Ans. d. All of the above 
 
 
Ref. Passamonti F, How I treat polycythemia vera, Blood 2012
A neutrophilia is present in approximately two-thirds and thrombocytosis 
in 50% of polycythemia vera cases and provides a useful minor criterion 
for the diagnosis of PV. Complete blood cell count (CBC) evaluation has 
a great importance in the evaluation of PV as a pan-myeloproliferative 
pattern (erythrocytosis with leukocytosis and/or thrombocytosis) is 
more consistent with PV than isolated erythrocytosis. If a patient with PV 
has splenomegaly with isolated erythrocytosis only then asymptomatic 
splanchnic vein thrombosis should be ruled out by ultrasound or CT scan."
"True regarding polycythemia vera is:
a. Bone marrow biopsy is not required
b. Males are more effected than females
c. Commonly effected age is 40–50 years
d. Exon 12 mutations should be checked in all
e. Hct should be kept below 0.45 in both males and females","Ans. e. Hematocrit should be kept below 0.45 in both males and females
Polycythemia vera commonly presents at a median age of 70 years. The 
incidence is similar in males and females. Patient should be checked 
for exon 12 mutations of JAK2 in case of V617F-negative erythrocytosis 
with low serum EPO levels or in case of pan-myeloproliferative V617F-
negative PV. Although a bone marrow biopsy is an important part of the 
diagnostic criteria, it may not always be necessary, because if diagnosis 
can be easily made by other requisite criteria (2 major and 1 minor 
criteria or 1 major and 2 minor) then bone marrow examination can be 
323
Polycythemia Vera
deferred. In cases where the likelihood of PV is very high (e.g. in a patient 
with erythrocytosis, subnormal EPO and JAK2 mutation, or with the 
combination of eryhrocytosis, neutrophilia, thrombocytosis, subnormal 
EPO and palpable spleen), a bone marrow biopsy might be considered 
optional. In patients with JAK2-mutated erythrocytosis and low EPO, BM 
biopsy is not required, but in all other situations BM biopsy is mandatory. 
The hematocrit should be maintained at less than 0.45 by phlebotomy. 
There is currently no evidence to support a different level of hematocrit 
in males and females. Hemoglobin levels should not be used for decision 
making regarding phlebotomy. Aspirin should be given to all patients 
with PV."
"20% blasts are not required for AML diag nosis if following cyto-
genetic abnormalities are present, except:
a. t(8;21) 
b. t(16;16) 
c. del 7
d. All of the above","Ans. c. del 7 
 
Ref. WHO classification of tumors of  
hematopoietic and lymphoid tissues, 2008
AML with certain genetic abnormalities such as those with t(8;21), inv(16), 
or t(16;16) and myeloid sarcoma which are considered diagnostic of AML 
without regard to the blast count."
"AML with t(8;21)(q22;q22) has, all except:
a. Favourable prognosis
b. Blasts with long thin Auer rods
c. Highly sensitive to cytarabine
d. Patients with RUNX1-RUNX1T1 detected by RT-PCR in remission 
have poor prognosis","Ans. d. Patients with RUNX1-RUNX1T1 detected by RT-PCR in remi-
ssion have poor prognosis
AML with t(8;21)(q22;q22),  RUNX1-RUNX1T1 (previously AML1-ETO) 
may not have 20 percent blasts, but can be identified if the cytogenetic 
abnormality is present. It typically has associated morphologic features 
that can suggest its diagnosis. These include blasts with long thin Auer 
rods, and maturation of the blasts to abnormal mature granulocytic 
elements with salmon colored cytoplasm with blue rims, and cytoplasmic 
globules, or Chediak-Higashi-like granules. This leukemia frequently has 
myeloid markers, but can also express CD19 and CD"
"Refractory cytopenia with multilineage dysplasia (RCMD) includes, 
all except:
a. Cytopenia(s) 
b. Dysplasia in  >10% of cells any one of the myeloid lineages
c. < 5% blasts
d. < 15% ring sideroblasts","Ans. b. Dysplasia in >10% of cells any one of the myeloid lineages     
 
Ref. WHO  Classification of Tumors of  
Hematopoietic and Lymphoid Tissues, 2008
WHO divides the MDS into 7 categories. Cytopenias are defined as a 
hemoglobin  level of less than 10 g/dL, an absolute neutrophil count of less 
than 1,800/μL, and a platelet count of less than 100,000/μL. A diagnosis 
of RCMD requires that dysplastic features be present in more than 10% of 
cells from 2 or more lineages. There are less than 1% blasts in the peripheral 
blood and less than 5% blasts in the bone marrow. New diagnoses of 
refractory cytopenia with multilineage dysplasia (RCMD) and refractory 
cytopenia with multilineage dysplasia and ring sideroblasts (RCMD - RS) 
were introduced for patients with bicytopenia or pancytopenia whose 
marrows exhibited dysplastic features affecting more than 10% of cells 
in two or more myeloid lineages. It was found that patients with RA but 
less than 5% marrow blasts had a poorer clinical prognosis if there was 
evidence of multilineage dysplasia as opposed to unilineage erythroid 
dysplasia. If RCMD patients have more than 15% ring sideroblasts then 
it becomes RCMD-RS."
"True about MDS with 5q deletion are, except:
a. More common in elderly women
b. Macrocytic anemia 
c. Thrombocytopenia
d. Minimal dysplasia in bone marrow","Ans. c. Thrombocytopenia 
 
Ref. WHO  Classification of Tumors of  
Hematopoietic and Lymphoid Tissues, 2008
MDS with 5q deletion occurs more usually in elderly women and is 
characterized by marked macrocytic anemia and thrombocytosis 
that is commonly referred to as 5q–syndrome. The bone marrow is 
typically hypercellular with prominent megakaryocytes that are slightly 
decreased in size with conspicuously non–lobated or hypolobated 
nuclei. Erythroid activity is often reduced but dysplasia is generally 
minimal and myeloblasts comprise less than 5% of cells. Thrombocytosis 
and megakaryocyte hyperplasia with nuclear hypolobation are classic 
associated features of the 5q- syndrome. Lenalidomide has pronounced 
therapeutic effects in MDS patients with del(5q)."
"Pathophysiology of MDS involves:
a. Maturation arrest
b. Ineffective hematopoesis
c. Increased apoptosis
d. Immunological abnormalities
e. All of the above","Ans. e. All of the above 
Immunological abnormalities are commonly encountered in MDS, 
suggesting that they may play a role in the pathogenesis of the disease. This 
is particularly apparent in cases of hypoplastic MDS that share a number 
of features in common with aplastic anemia, notably clinical presentation 
with macrocytosis and varying levels of dyserythropoietic features of MDS 
347
Myelodysplastic Syndrome
is the presence of cytopenias. For those patients undergoing leukemic 
transformation, the cytopenias arise due to maturation block of the 
malignant cells. However, in cases of MDS that lack an excess of blasts, the 
cytopenias are a reﬂection of the ineffective hemopoiesis. The mechanism 
appears to be one of increased apoptosis of hemopoietic precursors in 
the marrow, as demonstrated using  in situ  end-labelling of fragmented 
DNA to reveal cells undergoing programmed cell death. Apoptosis is more 
prominent in early MDS, such as RA and RARS, than in advanced MDS 
with excess myeloblasts."
"Compared to primary MDS, secondary MDS is associated with 
increased frequency of cytogenetic abnormalities with, except:
a. Complex karyotype    
b. del(5q)/monosomy 5    
c. del(7q)/monosomy 7    
d. del(20q)  
e. All of the above","Ans. d. del(20q) 
Ref. Williams 8/e, Hoffman 6/e
Clonal abnormalities are observed in approximately half of all primary 
MDS cases and in up to 90% of cases of secondary therapy - related MDS. 
The common chromosomal abnormalities found in MDS include loss of Y, 
5q –  or monosomy 5, 7q –  or  monosomy 7,trisomy 8, 20q – , abnormalities 
of 11q23, and deletions of 17p, 12p, 13q and 11q among others.
Cytogenetic 
abnormalities
Primary MDS (%)
Therapy-related  
MDS (%)
del(20q)
5–10
—
del(5q)/monosomy 5
15–20
30–40 
del(7q)/monosomy 7
10–15
40–50 
Complex karyotype
15–20
80–90 
Cytogenetic analysis is required for calculating a risk score according 
to established prognostic scoring systems, with normal, – Y, del(5q) 
and del(20q) recognized as good-risk karyotypes while chromosome 7 
anomalies, complex (more than three abnormalities) and very complex 
(more than ﬁve  abnormalities) are recognized as poor-risk karyotypes. 
Monosomy 7 confers a poor prognosis that ranges from 14 months as an 
isolated abnormality down to 7 months if the karyotype is complex and 
involves other abnormalities."
"Pseudo-Pelger–Huët anomaly is seen in: 
a. Monocytes
b. Neutrophils
c. Basophils
d. Platelets
36
Myelodysplastic 
Syndrome
344 Mcqs in Hematology","Ans. b. Neutrophils
The Pseudo-Pelger-Huët neutrophil is one that exhibits dense clumping 
of the chromatin and hypolobulation the nucleus that is classically 
bilobed (resembling a pair of spectacles) or even non-lobed (resembling 
a dumb-bell). Neutropenia is common and neutrophils often exhibit 
reduced granulation and the acquired Pelger-Huët anomaly hypogranular 
neutrophils arise due to defective formation of secondary granules, with 
the agranular ones being highly speciﬁc for MDS. The Pseudo-Pelger-Huët  
is pathognomonic of MDS.
348 Mcqs in Hematology"
"International Prognostic Scoring System (IPSS) includes, all except:
a. Cytopenias
b. Dysplasia
c. Karyotype
d. All of the above","Ans. b. Dysplasia 
 
Ref. WHO  Classification of Tumors of Hematopoietic  
and Lymphoid Tissues, 2008 
International Prognostic Scoring System (IPSS) includes three 
variables- bone marrow blasts, cytogenetics and cytopenias. It is for 
prognostication. Dysplasia is required for diagnosis not for prognosis. 
The WPSS incorporates the WHO-based morphologic categories, the IPSS 
cytogenetic categories and the patient’s RBC transfusion dependence.
Variable
Score value
0
0.5
1.0
1.5
2.0
Bone marrow 
blasts (%)
< 5
5–10
—
11–20
21–30
Karyotype*
Good
Intermediate
Poor
—
—
Cytopenias
0/1
2/3
—
—
—"
"The median survival for high-risk MDS is:
a. 4–8 months
b. 1–2 years
c. 2–4 years
d. 4–6 years","Ans. a.  4–8 months
Survival and risk of AML transformation are predicted  by the International 
Prognostic Scoring System (IPSS). According to IPSS risk stratification, 
the median survival for the risk groups ranges from-   4 to 12 years for low 
risk, 2 to 4 years for intermediate - 1, 1 to 2 years for intermediate - 2, and 
to  < 1 year for high-risk across all age groups."
"Cytopenias are defined in MDS-IPSS as, except:
a. Hemoglobin less than 10 g/dl
b. Neutrophils less than 1500/micl
c. Platelets less than 100,000/micl 
d. All of the above","Ans. b. Neutrophils less than 1500/micl 
 
Ref. WHO  Classification of Tumors of  
Hematopoietic and Lymphoid Tissues, 2008 
Cytopenias are defined in MDS-IPSS as haemoglobin less than 10 g/dl, 
neutrophils less than 1800/micl (not 1500/micl) and platelets less than 
1,00,000/micl."
"Preferred treatment for elderly MDS patient with del 7q is:
a. Supportive care
b. Linalidomide
c. Azacitidine
d. 3+7 induction","Ans. c. Azacitidine
Treatment of MDS patients with intensive chemotherapy regimens 
generally yields low remission rates and high relapse rates. AML induction 
regimens (3+7) often result in prolonged chemotherapy related hypoplasia 
with remission rates that are considerably lower than for denovo AML. 
Studies with intensive chemotherapy have reported remission rates for 
high-risk MDS of 38–79% but these were generally short lived, lasting 5–15 
months. The karyotype appears to be the major determinant of response to 
intensive chemotherapy in MDS, with normal karyotype associated with 
high complete remission (CR) rate and longer remissions while complex 
349
Myelodysplastic Syndrome
karyotypes, particularly loss of chromosome 5 or 7, are associated with 
low CR rate and shorter remissions. 
Standard myeloablative allotransplant is reserved for younger patients 
with good performance status and  high-risk disease whose prognosis is 
otherwise very poor.  Compared with standard conditioning, RIC regimens 
are characterized by reduced myelosuppression aimed at decreasing 
toxicity and  related  mortality. A Phase III trial in MDS patients with 
intermediate - 2 or high-risk disease, the AZA - 001 study compared 
azacitidine with conventional care regimens (best supportive care, low 
- dose cytarabine or intensive chemotherapy) and demonstrated that 
azacitidine confers a median survival beneﬁt of over  9 months (24.5 
vs. 15 months), with almost doubling of the survival at 2 years (51% vs. 
26%). In addition, subgroup analysis demonstrated that azacitidine is 
associated with signiﬁcant beneﬁt in patients with adverse cytogenetics 
involving chromosome 7, with a 67% reduction in deaths and a survival 
advantage at 2 years of 33% compared with 8%. This latter ﬁnding has been 
conﬁrmed by another study that found a signiﬁcant survival advantage 
in high risk patients, with median survival of 24.8 months for patients 
with monosomy 7 or 7q – and 17.3 months for patients with complex 
cytogenetics. Lenalidomide is used mostly in lower-risk MDS; 63% of 
patients who were transfusion - dependent became independent of 
transfusion, with the most marked responses observed in those patients 
with del(5q) compared  with normal karyotype or other cytogenetic 
abnormalities (83% vs. 57% vs. 12%, respectively)."
"Treatment for young patient with refractory MDS is:
a. RIC allo-SCT
b. Standard myeloablative SCT
c. FLAMSA SCT
d. Supportive care","Ans. c. FLAMSA  based sequential SCT 
Ref. Hoffbrand 7/e
Patient should be brought into remission before transplants for better 
results post transplant, but if the patient fails to achieve at least a good 
partial remission following intensive chemotherapy, then the prospects 
of successful outcome from allogeneic transplantation are minimal 
and palliative treatment with supportive care maybe a preferable 
option. A FLAMSA-conditioned RIC transplant could be considered 
in these cases. It is a more intensive conditioning regimen comprising 
ﬂudarabine, cytarabine and amsacrine (FLAMSA) combined with ATG, 
cyclophosphamide and 4-Gy total body irradiation which has recently 
been pioneered by a German group in patients with refractory disease 
at time of transplantation, with impressive 2 –year survival rates of 40%. 
Patient undergoes sequential SCT after conditioning."
"Response to MDS treatment is assessed by:
a. Hematological improvement
b. Cytogenetic improvement
c. Alteration of disease progression
d. Quality of life
e. All of the above","Ans. e. All of the above
The International Working Group criteria deﬁne four speciﬁc aspects 
of responses based on treatment goals: hematological improvement, 
cytogenetic improvement, alteration of disease progression, and quality 
350 Mcqs in Hematology
of life. Hematological improvement is scored for each lineage according 
to whether there is a major or minor response, while cytogenetic 
improvement is scored according to whether there is a partial or complete 
response. Alteration of the natural course of the disease is determined 
according to various measures of disease progression and survival."
